id_aluno,id_resposta,id_questao,ids_abilidade,acerto_resposta,tempo_resposta,curso_ano
83a1be57-3d67-429e-91c1-cbc309e3d2db,85a581f1-f44b-459e-8c4c-9b10f67b9376,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,30.0,Matemática - 7° ano
594f4f5b-9c9f-4c29-ae61-3e30863f3267,28a2a5d9-7691-4cf5-98e1-d4fec558eea9,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,4.0,Matemática - 7° ano
1e8e2efb-d38a-44dd-9de5-f530ea513abd,0b8fc547-155a-4974-bd1f-3e3e252fa22d,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,49,Matemática - 7° ano
2424e499-cc4b-4a62-b46f-ccd99ee31d63,e414a6d9-395d-43d1-b2e7-fa748eb29220,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,24,Matemática - 7° ano
ad754725-c823-4abf-b28f-3e7da2fcb0c8,825248e1-0e77-4972-a737-d4a7a0dfe2c3,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,15,Matemática - 7° ano
082af111-c8b6-478a-9007-4f376c1b0d41,20c96f2b-6548-4fcd-944d-1f610a1b7646,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,44.0,Matemática - 7° ano
fde3d3f3-36d4-4cf0-aad0-5c185ea6a8d6,4737d314-7c7d-4301-a130-e5dadbb64afb,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,135.0,Matemática - 7° ano
91237481-be94-41d3-87f6-68ed7ecc222a,18e24e95-aac0-495c-a21a-ba10abac0eb7,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,4.0,Matemática - 7° ano
c8c73de0-4058-4b11-9864-33d127eadafc,e480c14c-4416-4473-82a3-e9e0d17c351a,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,37.0,Matemática - 7° ano
77fab50f-d420-4f6c-ac37-cb80517c672b,27eff986-bc4c-4467-9f03-f1d707e14e95,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,40.0,Matemática - 7° ano
8a56e9c8-50a3-46fa-93e2-5e708d392a55,61b97885-7b7b-4616-acd1-e1654b74a06d,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,53.0,Matemática - 7° ano
10f6f323-03f2-42ca-b219-4d39f37f30b7,3028b607-1dd0-4039-965f-811f0afb108b,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,120,Matemática - 7° ano
08d445b1-3503-4a6d-b6fc-cd89578782fc,19ba9363-80c4-4d9e-a7e4-1960557c5b18,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,113.0,Matemática - 7° ano
1eaed5cc-8d50-4efb-8d3c-744a101839b0,ff1526e8-7c6d-45be-8427-db82a71783e9,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,42.0,Matemática - 7° ano
af0413f8-5bb5-478f-9fa1-506c1637d299,9af6b025-35a8-46f9-9911-007d763a9f23,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,39,Matemática - 7° ano
911d88c0-200e-4dff-a245-5c651509355c,e35438dc-c2e7-4090-977b-3100d91680d6,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,38.0,Matemática - 7° ano
2cf4385a-be38-4cba-ac89-a832f81b0ed9,a61f7da4-4b65-4bcc-85e9-b647cc748060,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,54.0,Matemática - 7° ano
12deca87-7c92-45a0-aae2-4c0704ef399a,e11381f5-4f97-4b2e-9e8d-ca101db7abbd,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,17,Matemática - 7° ano
5740d116-0ed7-4678-ae51-2a1143f68a1d,e64e7eff-4bfc-4452-9ab5-70ac90f5efc9,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,90.0,Matemática - 7° ano
fce9d228-c779-49f2-861e-2b45e0d6edcc,1e1be9ad-e4aa-4704-ab54-c7af99d688dc,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,15.0,Matemática - 7° ano
142fde7d-b5e6-417c-809d-94d302c1dfc7,00c88bf4-5cf7-46ca-9637-8309f6e5c30b,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,39.0,Matemática - 7° ano
6aaeb27f-f913-4d2c-bdc2-e7a2f8ad562a,d8ec5992-e39d-451a-88ae-819cd222eee8,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,5.0,Matemática - 7° ano
a3ad9004-0881-4d7a-abca-99109c14144d,2aff8a0f-b663-4444-9269-ef8ddcc958cd,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,76.0,Matemática - 7° ano
6b138a99-e152-4c15-9e59-dea3707fdc33,4cfc5d5d-30ef-44cc-8da0-d8f3b1cdcc1e,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,14.0,Matemática - 7° ano
c3f4aaaa-1d66-4057-9c3d-0c703a528dd0,b87841c5-2072-4d70-8831-b857d1e959dd,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,47.0,Matemática - 7° ano
3b16dfd6-3bc3-4906-97f3-aac830c189b2,e26532a0-1d68-4a11-8c19-39a32789a0b9,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,136.0,Matemática - 7° ano
68f12138-af54-487f-9319-d4bd08ae8fd5,c1bd1c3f-0f3d-427c-b3d5-4d9c3bc05394,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,121.0,Matemática - 7° ano
c49b85ac-f6e5-4f83-a9c2-68237752c499,920641af-6ea7-4f43-8227-11bdab4a920b,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,8.0,Matemática - 7° ano
9c03585f-dea0-4ac6-a5c1-34810d88480a,95283e3c-f93a-4706-8a99-a99d5b88dc30,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,54.0,Matemática - 7° ano
e443132d-0d46-47ff-a21f-72ad0c9f1620,4fc77ef0-4e47-4a7f-91c5-abd8f5741dc5,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,39.0,Matemática - 7° ano
34bb89a7-979a-45f0-b49f-58b71ae53a0f,80ec58ba-8c57-4194-88cb-a8ff4c4cd25b,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,4.0,Matemática - 7° ano
0117c00e-ae5c-4d11-bfb4-6688cfe2aed8,d2dc1028-c983-4117-904b-b79c51383f71,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,26.0,Matemática - 7° ano
e97be487-1a53-403d-8227-0380a67152dc,62bdd45e-b840-4002-bea5-2f93d26308a9,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,30.0,Matemática - 7° ano
3ce77afe-149c-4d58-9a4a-234aee5f1b85,f2da6dfd-e122-4182-b75f-c71cd25e9d85,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,98.0,Matemática - 7° ano
1ce478ef-a93d-4670-8d6a-80ee0a12020b,fbb8635f-d2c1-4377-b934-3e59ab34c0e5,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,86.0,Matemática - 7° ano
880b25ac-4f1c-421b-a17f-1ecb84bf2318,8feae3ec-effb-4318-ac0d-bc6aebebce8d,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,16.0,Matemática - 7° ano
5327e03e-0cfe-400e-9ca2-2df6e6c2a182,2a7dba54-2559-441f-a58c-34c176ec064f,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,21,Matemática - 7° ano
0b3d967f-a2cf-4e49-b85a-860bf850251a,ffa1daac-b75c-4888-aa32-284d710f643c,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,124.0,Matemática - 7° ano
3c2481ad-05f0-458b-be28-8b4148e688a9,8c742d07-af9d-4c8d-ac22-d5f81d8f81d0,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,15.0,Matemática - 7° ano
0c74a02d-2c15-4783-8b1d-caaba19ae494,a658f08b-49d7-4334-83db-25c99cb9a8ef,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,24.0,Matemática - 7° ano
7b0aa7db-cc24-42bd-bf05-3360583d063c,a706da31-83ee-4cdc-9be7-40268237d074,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,65.0,Matemática - 7° ano
320a6586-6949-44b7-b23c-48ba840b4a3a,8ae7be10-8c1d-4502-ac01-7087a3418a9f,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,8.0,Matemática - 7° ano
a0803802-5778-4ed1-b837-1fab307a4811,34549fc3-702e-4e28-a4d3-ce9cd0074e30,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,64.0,Matemática - 7° ano
4f367461-52c3-45a3-a234-b6fc297599b7,05a2e27f-f338-43a7-995c-8006a64e78fa,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,73.0,Matemática - 7° ano
8026e9c1-c115-4f1e-b0b9-0c7c32cde7fa,5992953d-f3be-4490-874d-a1272d35830f,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,37.0,Matemática - 7° ano
a0ec3666-777d-4475-becb-e507d40d26eb,910e0411-17b6-4515-902f-3484187ff584,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,80.0,Matemática - 7° ano
ece3569d-f5ab-42be-8113-8c4034c0edcb,f258f44e-a6d7-4ae3-8855-d46912048ee0,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,31,Matemática - 7° ano
49344cfd-a070-47c9-b979-2774f10e1f3e,a8045745-f125-4927-a608-0a66b4d8ceb9,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,184.0,Matemática - 7° ano
fa16dc12-8484-41b6-b922-e3c724b70ee8,2184f134-3554-4ee5-8ff0-966cb8caad27,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,110,Matemática - 7° ano
f301aac5-f52f-4b51-b62e-a9f9f862cec9,d03a9ee4-88ee-4444-a82b-5d0510950534,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,20.0,Matemática - 7° ano
7f864c56-5d7e-449e-b7b6-5df82f8ba55a,5cb35597-baa3-40a2-97c6-1b75597486f5,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,57.0,Matemática - 7° ano
c10a9a26-93e5-49cd-ab8e-113a525a9fde,0668098c-fc56-4e2c-920c-dad0192ce4b1,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,135.0,Matemática - 7° ano
5327e03e-0cfe-400e-9ca2-2df6e6c2a182,b5a4ad72-9a74-4b09-86af-8e59354afe03,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,32.0,Matemática - 7° ano
2f796f27-8115-4fdc-923c-cee7cb44ba00,3a30ab02-bc6a-43a6-a0b1-64dc7de8e26a,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,118.0,Matemática - 7° ano
d641b6bf-2338-4177-8ab5-d60f7f12e1b8,739c60d0-0e9a-4676-9445-31273cfdc12b,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,120.0,Matemática - 7° ano
1b2682cf-298c-4743-aaba-9b0a2c594139,f43bef33-bf3b-4081-b488-79d974597122,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,26.0,Matemática - 7° ano
9859708d-4d69-478f-a063-eec26be72067,b3015743-df82-4fb9-bb9c-f2981287cc76,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,71.0,Matemática - 7° ano
948ecf35-d217-4e2d-b1fe-41faf7ab3162,4779135f-f473-4c3a-b999-127e1ebbd80c,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,12.0,Matemática - 7° ano
3c2481ad-05f0-458b-be28-8b4148e688a9,f979e6f2-a2d3-47f9-9630-47776fce6a5a,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,193.0,Matemática - 7° ano
a0ec3666-777d-4475-becb-e507d40d26eb,c8acf5d4-27a5-4041-bd5d-5e6ff7fd2110,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,68.0,Matemática - 7° ano
ece3569d-f5ab-42be-8113-8c4034c0edcb,2ae5d1e0-205d-475c-bc18-59c5c1d812fa,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,16,Matemática - 7° ano
3080ca77-9191-4808-ab18-00758b153750,247da5dc-9c02-4f19-bb71-27ab62455a3e,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,107.0,Matemática - 7° ano
7a0c03b8-fa54-404c-9873-349b694f7c03,a97a64d0-25c4-4a60-b1af-3386eddb1b93,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,207.0,Matemática - 7° ano
c3f4aaaa-1d66-4057-9c3d-0c703a528dd0,bddd86d6-ae6b-4e03-a8e3-8b6acb033eed,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,40.0,Matemática - 7° ano
e97be487-1a53-403d-8227-0380a67152dc,2b285cba-bc45-4085-9c02-f40f88523f2d,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,41.0,Matemática - 7° ano
e4996ad1-e0bd-46a5-8740-7e9a6e6c231b,a02bc5c4-706e-4f81-bd1d-9f7ba7d42709,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,26,Matemática - 7° ano
49344cfd-a070-47c9-b979-2774f10e1f3e,587c6871-295a-4337-bd1d-b9df25a4cb89,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,141.0,Matemática - 7° ano
68f12138-af54-487f-9319-d4bd08ae8fd5,f96da1d6-8c5a-4c81-a09b-e4dda1ab6f93,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,45.0,Matemática - 7° ano
6d6f4c98-8aed-4793-8958-33c00a402eb8,c5c87c7b-18cf-4341-936c-81635daa75b4,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,18.0,Matemática - 7° ano
9f32c690-c260-4d78-aea4-d176c4a07f92,6dab5f2f-474c-4b3e-9da7-68e21d1a5ef9,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,26.0,Matemática - 7° ano
6f12a535-e564-43db-8879-2f2748ed036a,d5670d95-b591-41a8-8a6c-804f303caa60,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,64.0,Matemática - 7° ano
66fec69a-5172-4b6f-8ee3-0a9961cf6867,f4f4d6cc-445c-4df6-8aac-a4597cef912c,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,400.0,Matemática - 7° ano
0baf60cd-a019-4273-a5a2-e4b050e6ee94,0f6993d2-3a71-4dbe-8893-4bd295dc5c02,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,25.0,Matemática - 7° ano
5a863629-a340-4527-a655-08523ce3b50c,aaef1a23-f8ab-45e9-829b-fa6d55e47e64,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,42.0,Matemática - 7° ano
5a8e92c1-94d8-4b0d-a1c8-b1a20667e370,bdc916fd-4169-480f-bf6c-a151749bc394,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,7.0,Matemática - 7° ano
0396d03b-32a6-46f1-8d58-4fb22c640755,05b5508c-97bf-45f1-9dfd-629b05cb438d,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,59.0,Matemática - 7° ano
d5dd7a5c-eef1-4eac-aa1b-fac5ff373929,ab5f5131-69eb-4537-acbe-ff49777cf2f9,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,8.0,Matemática - 7° ano
26033768-29d1-4707-be1c-8e108e700589,9e1a58e4-d3b5-4732-a518-c5ac73dcdbce,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,36.0,Matemática - 7° ano
03cb7de0-5280-42d8-ab81-68be6bcafda7,240215b9-8e91-4a63-a057-3b59f367797b,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,271.0,Matemática - 7° ano
ed15b6e1-9352-4cb5-99ac-0ae8a672a26f,555bb24b-9100-43d8-b247-61ccd0c1a9a5,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,42.0,Matemática - 7° ano
5d9f4d00-1822-4c58-a760-4d59889929e6,161f5886-da09-4fdb-b9ab-46cab567d205,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,25.0,Matemática - 7° ano
d5dd7a5c-eef1-4eac-aa1b-fac5ff373929,9c332f1d-825b-48ed-84be-c15b7d5c1194,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],0.0,37.0,Matemática - 7° ano
5d405326-afff-4bd1-a58f-a8da581ec054,574c761d-cc35-48b6-9a13-5203ceb09663,9da0f7c9-d769-4de0-805b-c97c0607ce6e,[b38d1ee4-2d13-4072-bc8e-db24f1e84d15],1.0,29.0,Matemática - 7° ano
