id_topico,nome_topico,id_questao,habilidades_bncc,id_resposta,acerto_resposta,tempo_resposta,datahora_resposta
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],1d8367dc-cfbc-4088-b700-b8c23352b98c,1.0,7.0,"""2022-11-11T11:10:31.678000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],3b79223e-40fe-476e-8a81-25d5b487aa01,0.0,3.0,"""2022-11-06T13:03:26.021000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],688abe62-b640-4197-be38-f440c1bfae03,0.0,6.0,"""2022-10-22T19:04:40.200000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],fcbd21d7-9b46-4b09-a830-43826911a41c,0.0,50.0,"""2022-10-22T18:48:41.423000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],8d9f19c1-bee6-45d5-bbcc-45822ba96616,0.0,29.0,"""2022-10-22T18:31:52.507000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],044683fb-31eb-4912-9e3e-f913a339da49,0.0,24.0,"""2022-10-22T16:41:38.505000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],da9402a2-04a5-4be3-8d10-b4d3f09d6f21,0.0,6.0,"""2022-10-22T16:27:22.269000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],40617abf-8771-460a-a4e4-b6dfe8d92c63,0.0,9.0,"""2022-10-22T11:21:01.621000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],5fa6f96d-1412-4134-9a3b-8fd3bbcd47eb,0.0,4.0,"""2022-09-20T07:46:17.125000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],0bb4a00b-4454-4b11-9f67-3809920d0a3d,0.0,17.0,"""2022-08-06T13:55:49.602000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,fd9c28d6-000a-42b0-9f9a-b9830fba92b8,[EF06CI05],6e539097-bda8-4ca2-9f05-15a965123586,0.0,9.0,"""2022-08-03T14:27:21.388000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,728b70f6-7ae1-4925-9c2b-003b21171d0f,[EF06CI05],7959239b-9684-491e-8166-e649d7f43745,0.0,5.0,"""2022-10-22T18:54:19.520000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,728b70f6-7ae1-4925-9c2b-003b21171d0f,[EF06CI05],d0511bff-e4d6-4a63-a2f6-776e8a088a8b,1.0,20.0,"""2022-10-22T18:40:27.650000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,728b70f6-7ae1-4925-9c2b-003b21171d0f,[EF06CI05],ecefd6c5-be26-4367-a61b-b9dc37e07cac,0.0,2.0,"""2022-10-22T16:44:49.115000000-03:00"""
398f9620-fa7d-4e32-bd83-4d44635bb67e,Organelas Membranosas,728b70f6-7ae1-4925-9c2b-003b21171d0f,[EF06CI05],220e2254-5678-46ef-b7da-374096a827ae,1.0,20.0,"""2022-10-22T16:35:21.512000000-03:00"""
