id_topico,nome_topico,id_questao,habilidades_bncc,id_resposta,acerto_resposta,tempo_resposta,datahora_resposta
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],e762fe88-d668-4e61-876f-43509e2e531d,1.0,18.0,"""2022-10-10T20:47:21.049000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],44bea80a-4d83-486b-8bad-ca0a8f2a11c2,0.0,2.0,"""2022-10-10T18:50:33.944000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],3b37ec0f-f5de-476b-907b-358d55b9f518,1.0,32.0,"""2022-10-10T10:41:38.058000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],50a32767-1f4e-4568-a28a-6d39d8d88691,0.0,6.0,"""2022-10-09T20:40:40.645000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],eb41e5cb-9739-4cde-9692-e328a3a47f09,1.0,9.0,"""2022-10-09T19:25:13.476000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],394d42bc-7f08-452e-8b37-0fa69203df9a,1.0,3.0,"""2022-10-09T19:18:12.843000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],d967c683-6c65-4a0f-b10c-ab2e89bebecb,0.0,7.0,"""2022-10-09T17:31:39.183000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],14cd1ffb-7a7e-48b8-9848-a94fb8f0819c,1.0,59.0,"""2022-10-09T15:01:34.048000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],11a79663-56ab-4506-9bd2-42e5e2619311,0.0,10.0,"""2022-10-09T10:50:59.179000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],6fae6c7f-ffff-4c31-beae-8a7c8b2f13ed,0.0,7.0,"""2022-10-08T21:23:00.048000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],eb829c0b-afe0-4aab-b37e-9a3162a3bbf7,1.0,7.0,"""2022-10-08T10:52:25.338000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],2fcc9b1b-afc7-4bfa-8835-8e3d93f8ae2f,1.0,9.0,"""2022-10-08T09:31:19.254000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],8c8a6d2d-4239-4cb2-875a-75785bf8bbf5,1.0,15.0,"""2022-10-07T19:55:49.854000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],d5748e17-27f7-4095-9999-b6fd1999f9c4,1.0,8.0,"""2022-10-06T22:10:05.927000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],c578e0eb-00c4-4183-81ba-8543531bc0f3,1.0,6.0,"""2022-10-06T19:58:50.329000000-03:00"""
f5764bcd-ef58-42ef-9251-16e9d2565e54,Demonstratives ,783dba42-4688-452c-99aa-747723d8ec52,[EF06LI01],08b8afc3-1bc7-4e5f-b51a-57ca3eb41cda,1.0,19.0,"""2022-10-06T08:53:32.439000000-03:00"""
