id_topico,nome_topico,id_questao,habilidades_bncc,id_resposta,acerto_resposta,tempo_resposta,datahora_resposta
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],d94916de-b6a2-4704-80d3-c534c5fbbd54,1.0,63.0,"""2022-09-29T14:25:00.190000000-03:00"""
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],b07a9052-3f87-4ba5-a3ec-6b96aaf58ef0,1.0,13.0,"""2022-09-26T18:49:56.483000000-03:00"""
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],66518660-99e7-4a89-81b0-0c29a64fb2c4,1.0,41.0,"""2022-09-25T23:09:52.530000000-03:00"""
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],a57f4d57-8eb7-4c9b-b5a1-acfc11ba9d2a,1.0,20.0,"""2022-09-25T19:54:48.918000000-03:00"""
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],6db14503-d797-418c-9837-b0a684395d6e,1.0,28.0,"""2022-09-24T14:49:17.885000000-03:00"""
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],e3726bbc-e096-4e24-9597-4c08b9ceceb3,1.0,11.0,"""2022-09-24T12:58:45.503000000-03:00"""
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],d990e4b1-c529-4843-8a35-287424a3ec77,1.0,19.0,"""2022-09-24T12:15:04.581000000-03:00"""
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],a3ade0c0-59f5-4a87-96f2-361399526a5c,1.0,102.0,"""2022-09-24T11:57:16.206000000-03:00"""
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],b755ab4b-4e59-4265-ad12-177bf8c1beb1,1.0,3.0,"""2022-09-23T17:05:52.975000000-03:00"""
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],9d97a444-220b-40da-8703-188db2c476f2,1.0,14.0,"""2022-09-23T16:57:36.020000000-03:00"""
64eeebd1-bf41-4da7-bbb0-649f920789c9,Questões dos Usuários,6be74cc6-4f57-4fd1-b888-ec9a08ff9b35,[EF01HI07],3917b701-d54d-4530-a1ef-5b39f88bf328,1.0,5.0,"""2022-09-23T16:53:58.206000000-03:00"""
